ID,Common Name,Length,Location,MP3 Link
XC706551,Swallow-winged Puffbird,0:32,"Ciudad Pérdida/ Puerto Santander, Amazonas",https://xeno-canto.org/sounds/uploaded/JAPOPUHKWS/XC706551-Chelidoptera%20tenebrosa%20-%20Ciudad%20Perdida.mp3
XC494076,Swallow-winged Puffbird,0:04,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494076-2-8-2019%2010e21%20Urubuzinho.mp3
XC536187,Yellow-billed Nunbird,0:05,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536187-1714%20Monasa%20flavirostris%20%28calls%29Boca_do_Acre_AM_220516_FIG.mp3
XC659351,White-fronted Nunbird,0:18,"Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/DFYFSPXYGT/XC659351-monasamorphoeus.mp3
XC233576,White-fronted Nunbird,0:24,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC233576-MONMOR17.mp3
XC225831,White-fronted Nunbird,1:11,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225831-White-fronted%20Nunbird%20B%204223.mp3
XC225830,White-fronted Nunbird,0:36,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225830-White-fronted%20Nunbird%20B%204222.mp3
XC343833,White-fronted Nunbird,0:35,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343833-MONMOR17.mp3
XC855243,White-fronted Nunbird,0:18,"Novo Airão, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC855243-301551271.mp3
XC536188,Black-fronted Nunbird,0:10,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536188-1715%20Monasa%20nigrifrons%20%28song%29Boca_do_Acre_AM_190516_FIG.mp3
XC233570,Black-fronted Nunbird,2:57,"Anavilhanas Archipelago, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC233570-MONNIG07.mp3
XC493850,Black Nunbird,0:07,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493850-30%E2%80%8E-7-2019%20%E2%80%8F%E2%80%8E9e17%20CHORA%20CHUVA%20DE%20ASA%20BRANCA%20e%20outros.mp3
XC452938,Rose-fronted Parakeet,2:43,"Atalaia do Norte, State of Amazonas",https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC452938-Rose-fronted%20Parakeet%2C%20calls%2C%2012.01.19.mp3
XC270928,Rose-fronted Parakeet,0:22,"Reserva Natural Palmarí, Río Javarí, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC270928-Pyrrhura%20QQ.mp3
XC424946,Bonaparte's Parakeet,0:15,"Canutama, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC424946-Pyrrhura%20lucianii_Canutama_1118.mp3
XC119303,Painted Parakeet,0:14,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119303-Pyrrhura%20picta_Balbina.MP3
XC659863,Red-fan Parrot,0:28,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/DFYFSPXYGT/XC659863-deroptyusaccipitrinus.mp3
XC504609,Red-fan Parrot,0:56,"Ramal Pau de Rosa, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504609-LS110824%20Red-fan%20Parrot%20Pau%20Rosa.mp3
XC494062,Red-fan Parrot,0:13,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494062-1-8-2019%2015e32%20Anaca.mp3
XC493834,Red-fan Parrot,0:58,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493834-30-7-2019%207e36%20ANACA1%20pica%20pau%20bufador.mp3
XC393353,Red-fan Parrot,0:38,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC393353-Deroptyus_accipitrinus.mp3
XC468939,Red-fan Parrot,0:31,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/AKHCFQUKLZ/XC468939-Deroptyus%20accipitrinus-Pres.Figuei-Felipe%20Arantes.mp3
XC205637,Red-fan Parrot,0:38,"Anavilhanas Archipelago, Amazonas",https://xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/XC205637-Red-faned%20Parrot.mp3
XC144173,Red-fan Parrot,1:50,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/VPCOOSQDRP/XC144173-TBKS%20%20_0031_Touti%20purpuratus_Wiki.mp3
XC854981,Red-fan Parrot,0:03,"Manaus, State of Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC854981-301624031.mp3
XC222385,Red-fan Parrot,0:04,"Presidente Figueiredo area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC222385-Red-fan%20Parrot%20B%202466.mp3
XC222383,Red-fan Parrot,0:28,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC222383-Red-fan%20Parrot%20C%202465.mp3
XC536352,White-bellied Parrot,0:49,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536352-1738%20Pionites%20leucogaster%20%28song%29Boca_do_Acre_AM_220516_FIG.mp3
XC375314,White-bellied Parrot,0:28,"Guajará, Amazonas - Campinarana - White sand vegetation",https://xeno-canto.org/sounds/uploaded/FZTTBRELVC/XC375314-DVT_A018%20-%20corte%20para%20id.mp3
XC284938,White-bellied Parrot,0:18,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC284938-Pionites%20leucogaster_Carauari_1881.mp3
XC390074,Black-headed Parrot,0:34,"Novo Airão, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC390074-Pionites%20melanocephalus_Novo%20Airao_1920.mp3
XC343801,Black-headed Parrot,0:21,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343801-PIOMEL02.mp3
XC301436,Black-headed Parrot,0:30,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301436-PIOMEL04.mp3
XC228083,Black-headed Parrot,0:26,"Gavilan road, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC228083-Black-headed%20Parrot%20%202255.mp3
XC164092,Black-headed Parrot,0:15,"Junglaven Lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/VROUALCTKG/XC164092-Black-headed%20Parrot%20%28call%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC536671,Buff-throated Foliage-gleaner,0:52,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536671-2131%20Automolus%20ochrolaemus%20%28song%20in%20resp%20pb%29_UPP_SeringalMacapa_Pauini_AM_270617_FIG.mp3
XC548840,Buff-throated Foliage-gleaner,0:26,"Alvarães, Amazonas",https://xeno-canto.org/sounds/uploaded/OMOBFVJLSH/XC548840-Automolus%20ochrolaemus%20-%20Arraia.mp3
XC113797,Buff-throated Foliage-gleaner,0:16,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/QTARYWCTXX/XC113797-C3386%20_D01.mp3
XC486981,Buff-throated Foliage-gleaner,2:35,"Rio Tapajós,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC486981-Automolus%20ochrolaemus%20DCB%20618-5.mp3
XC431883,Buff-throated Foliage-gleaner,0:18,"Canutama, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC431883-Automolus%20ochrolaemus_Humaita_1299.mp3
XC284695,Buff-throated Foliage-gleaner,1:04,"Presidente Figueiredo, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/BZVYBRUAAE/XC284695-Buff-throated%20Foliage-gleaner%20Balbina%20AM%205%20Aug%2015.mp3
XC219456,Buff-throated Foliage-gleaner,0:38,"Junglaven area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC219456-Buff-throated%20Foliage-gleaner%20%205927.mp3
XC219455,Buff-throated Foliage-gleaner,0:27,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC219455-Buff-throated%20Foliage-gleaner%20B%205953.mp3
XC219454,Buff-throated Foliage-gleaner,0:19,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC219454-Buff-throated%20Foliage-gleaner%20B%205952.mp3
XC862360,Buff-throated Foliage-gleaner,0:15,"Posada Amazonas, Tambopata, Madre de Dios",https://xeno-canto.org/sounds/uploaded/XNSUQRGJPZ/XC862360-2018-11-29-Ochre-throated-Foliage-gleaner-song-0802.mp3
XC219464,Buff-throated Foliage-gleaner,0:18,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC219464-Buff-throated%20Foliage-gleaner%20C%205951.mp3
XC119112,Buff-throated Foliage-gleaner,0:14,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119112-Automolus%20ochrolmus_Presidente%20Figueiredo.MP3
XC201987,Buff-throated Foliage-gleaner,0:02,"Junglaven Lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/VROUALCTKG/XC201987-Buff-throated%20Foliage-gleaner%20%28LQ%2C%20song%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC119276,Buff-throated Foliage-gleaner,0:34,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119276-Automolus%20ocholaemus_Balbina.MP3
XC535889,Brown-rumped Foliage-gleaner,0:17,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535889-1648%20Automolus%20melanopezus%20%28song%29_Boca_do_Acre_Pauini_AM_240516_FIG.mp3
XC535905,Chestnut-crowned Foliage-gleaner,1:07,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535905-1658%20Clibanornis%20watkinsi%28song%29Boca_do_Acre_AM_190516_FIG.mp3
XC486877,Chestnut-crowned Foliage-gleaner,0:37,"Rio Tapajós,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC486877-Automolus%20rufipileatus%20DCB%20617-22.mp3
XC343644,Chestnut-crowned Foliage-gleaner,1:00,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343644-THAAMA21.mp3
XC343643,Chestnut-crowned Foliage-gleaner,0:12,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343643-UNID0683.mp3
XC132702,Peruvian Treehunter,2:09,"East slope Cerro Patricia, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC132702-Thripadectes%20scrutator0219-1.mp3
XC394829,Ruddy Foliage-gleaner,0:11,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC394829-Automolus%20rubiginosus.mp3
XC624672,Ruddy Foliage-gleaner,0:19,"Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/RFJPHBHHSR/XC624672-20210115-093156%20C.%20watkinsi%202.2.mp3
XC534688,Chestnut-winged Foliage-gleaner,1:12,"Tarapacá, Amazonas Department. Campamento Doña Flor",https://xeno-canto.org/sounds/uploaded/KQVLEXDIUN/XC534688-Perythropterum2.mp3
XC534444,Chestnut-winged Foliage-gleaner,1:12,"Tarapacá, Amazonas Department. Campamento Doña Flor",https://xeno-canto.org/sounds/uploaded/KQVLEXDIUN/XC534444-Perythropterum2.mp3
XC537651,Chestnut-winged Hookbill,0:34,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537651-2213%20Ancistrops%20strigilatus%28song%29UPP_SMacapa_MUrbano_AC_230717FIG.mp3
XC856639,White-capped Tanager,0:25,"Yambrasbamba District (near  Yambrasbamba), Bongará Province, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC856639-398661491.mp3
XC123575,White-capped Tanager,0:33,"Bosque Berlín, Bagua Grande, Utcubamba, Amazonas Region",https://xeno-canto.org/sounds/uploaded/FFIZXZMUZH/XC123575-S%20albocristata.mp3
XC504605,Blue-backed Tanager,0:57,"Ramal Pau de Rosa, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504605-LS110819%20Blue-backed%20Tanager%20Pau%20Rosa.mp3
XC387303,Blue-backed Tanager,0:37,"Close to Ramal do Pau Rosa, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC387303-Cyanicterus%20cyanicterus_Manaus_1905.mp3
XC400951,Blue-backed Tanager,3:49,"MUSA, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC400951-Cyanicterus%20cyanicterus170928_T1938-9_1.mp3
XC617536,Blue-backed Tanager,0:12,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC617536-blue%20backed%20tanager.mp3
XC675109,Hooded Tanager,0:16,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/DFYFSPXYGT/XC675109-nemosiapileata.mp3
XC537868,Yellow-shouldered Grosbeak,0:07,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537868-2247%20Parkerthraustes%20humeralis%28calls%29UPA7_SMacapa_MUrbano_AC_210717FIG.mp3
XC395363,Amazonian Grosbeak,0:15,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC395363-Cyanocompsa_cyanoides2.mp3
XC395361,Amazonian Grosbeak,0:23,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC395361-Cyanocompsa_cyanoides.mp3
XC221983,Amazonian Grosbeak,0:41,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC221983-Blue-black%20Grosbeak%20A%2016605.mp3
XC216807,Amazonian Grosbeak,1:30,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC216807-PASCYA03.mp3
XC201863,Amazonian Grosbeak,0:30,"Junglaven Lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/VROUALCTKG/XC201863-Blue-black%20Grosbeak%20%28call%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%202%29.mp3
XC617053,Amazonian Grosbeak,0:21,"Close to Ramal do Pau Rosa, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC617053-amazonian%20grosbeak.mp3
XC537667,Amazonian Grosbeak,0:29,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537667-2225%20Cyanoloxia%20rothschildii%28song%29%20%2BEuchrepornis%20humeralis%20%28song%29UPP_SMacapa_MUrbano_AC_230717FIG.mp3
XC536696,Amazonian Grosbeak,0:48,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536696-2145%20Cyanoloxia%20rothschildii%28song%29_UPA07_SeringalMacapa_Pauini_AM_230617_FIG.mp3
XC486882,Amazonian Grosbeak,0:23,"Rio Tapajós,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC486882-Cyanocompsa%20rothschildii%20DCB%20617-6a.mp3
XC316952,Amazonian Grosbeak,0:25,"Anavilhanas Archipelago, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC316952-Cyanocompsa%20cyanoides_Novo%20Air%C3%A3o_1018.mp3
XC216810,Amazonian Grosbeak,1:04,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC216810-PASCYA04.mp3
XC298742,Amazonian Grosbeak,0:16,"Tefé, Tefé, Amazonas",https://xeno-canto.org/sounds/uploaded/OMOBFVJLSH/XC298742-Voz00077.mp3
XC494067,Yellow-green Grosbeak,0:06,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494067-1-8-2019%2018e36%20Furriel.mp3
XC326687,Yellow-green Grosbeak,0:35,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC326687-Caryotrautes%20canadensis_Rio%20Preto_1269.mp3
XC216722,Yellow-green Grosbeak,1:20,"Borba, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC216722-CARCAN32.mp3
XC466531,Yellow-green Grosbeak,0:48,"MUSA, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC466531-Caryothraustes%20canadensis170922_T1925.mp3
XC466529,Yellow-green Grosbeak,0:10,"MUSA, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC466529-Caryothraustes%20canadensis170922_T1924.mp3
XC220533,Yellow-green Grosbeak,0:31,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC220533-Yellow-green%20Grosbeak%20B%2016503.mp3
XC226668,Saffron-crested Tyrant-Manakin,1:08,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226668-Saffron-crested%20Tyrant-Manakin%20B%209449.mp3
XC226667,Saffron-crested Tyrant-Manakin,0:21,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226667-Saffron-crested%20Tyrant-Manakin%20B%209448.mp3
XC188639,Saffron-crested Tyrant-Manakin,0:34,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188639-Neopelma%20chrysocephalum%201%2021-07-2014%2012%20horas.mp3
XC171096,Saffron-crested Tyrant-Manakin,0:04,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/DVJCMXOTVL/XC171096-Neopelma%20crysocephalum%20Manaus-AM.mp3
XC855905,Saffron-crested Tyrant-Manakin,0:27,"Novo Airão, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC855905-301520841.mp3
XC735033,Saffron-crested Tyrant-Manakin,0:18,"Mari Mari, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC735033-Fruxu%20do%20carrasco%20PFIGUEIR%20%28Neopelma%20chrysocephalum-WIKI%29%20e%20outro%202-8-2019%2010e42.mp3
XC395133,Tiny Tyrant-Manakin,0:19,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC395133-Tyranneutes%20virescens.mp3
XC386327,Tiny Tyrant-Manakin,0:29,"Presidente Figueiredo, Cachoeira da Onca RPPN, Amazonas",https://xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC386327-STE-014%20uirapuruzinho-do-norte%20xc.mp3
XC441690,Tiny Tyrant-Manakin,0:17,"Cabo Frio, Amazonas",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC441690-180629_23%20Tyranneutes%20virescens.mp3
XC325808,Tiny Tyrant-Manakin,0:16,"Silves, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC325808-Tyranneutes%20virescens_Itapiranga_1159.mp3
XC188661,Tiny Tyrant-Manakin,0:55,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188661-Tyranneutes%20virescens%2018-07-2014%2016%20horas%20e%2030%20min..MP3
XC119316,Tiny Tyrant-Manakin,0:22,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119316-Tyranneutes%20virescens_Balbina2.MP3
XC745488,Dwarf Tyrant-Manakin,0:38,"Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/SSPKAXLBEU/XC745488-Tyranneutes%20stolzmani%2011112019.mp3
XC505036,Dwarf Tyrant-Manakin,0:29,"Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505036-190812_1259%20T.%20stolzmanni.wav
XC301422,Dwarf Tyrant-Manakin,0:54,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301422-UNID0824.mp3
XC231915,Dwarf Tyrant-Manakin,0:34,"Junglaven area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC231915-Dwarf%20Tyrant-Manakin%20B%209470.mp3
XC163596,Dwarf Tyrant-Manakin,0:36,"PNN Amacaycau, Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC163596-Tyranneutes_stolzmanni-FL%20Amacayacu%201987-2.mp3
XC270999,Dwarf Tyrant-Manakin,0:28,"Reserva Natural Palmarí, Río Javarí, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC270999-Dwarf%20Pygmy%20Tyrant.mp3
XC231925,Dwarf Tyrant-Manakin,0:13,"Gavilan road, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC231925-Dwarf%20Tyrant-Manakin%20C%209473.mp3
XC231924,Dwarf Tyrant-Manakin,0:05,"Gavilan road, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC231924-Dwarf%20Tyrant-Manakin%20C%209472.mp3
XC855904,Dwarf Tyrant-Manakin,0:16,"Novo Airão, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC855904-301511221.mp3
XC375307,Dwarf Tyrant-Manakin,0:33,"Guajará, Amazonas - Campinarana - White sand vegetation",https://xeno-canto.org/sounds/uploaded/FZTTBRELVC/XC375307-DVT_A011%20-%20corte%20Tyranneutes%20stolzmani%20Guajar%C3%A1.mp3
XC180528,Spectacled Whitestart,0:33,"Calla Calla to Leymebamba, Amazonas",https://xeno-canto.org/sounds/uploaded/PWDLINYMKL/XC180528-Spectacled%20WhitestartCL22014.mp3
XC180527,Spectacled Whitestart,0:17,"Calla Calla to Leymebamba, Amazonas",https://xeno-canto.org/sounds/uploaded/PWDLINYMKL/XC180527-Spectacled%20WhitestartCL12014.mp3
XC838858,Slate-throated Whitestart,0:40,"Valera (near  Cocachimba), Bongará Province, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC838858-Slate-throated-Redstart,-song,-Cocahchimba,-231028-007_034016.mp3"
XC784836,Three-striped Warbler,0:46,"Valera (near  Cocachimba), Provincia de Bongará, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC784836-Three-striped-Warbler,-Cocachimba,-230306-019_082253.mp3"
XC432900,Russet-crowned Warbler,0:21,"Marlon's forests, Amazonas",https://xeno-canto.org/sounds/uploaded/JPIOUKQWDT/XC432900-Mistery%20ID%20JPG.mp3
XC120318,Russet-crowned Warbler,1:29,"Upper Utcubamba Valley above Leimebamba, Amazonas",https://xeno-canto.org/sounds/uploaded/KTLCZCRCQX/XC120318-20110514-0742-1080-PE-AM-Upper%20Utcubamba%20Valley-amazing%20wren%20song%20-%20filt%2Bamp.mp3
XC494008,Riverbank Warbler,0:17,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494008-1-8-2019%207e37%20Pula%20pula%20da%20guiana.mp3
XC505731,Riverbank Warbler,0:36,"Presidente Figueiredo, Cachoeira da Onca RPPN, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505731-LS111031%20Riverside%20Warbler.mp3
XC119295,Riverbank Warbler,0:11,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119295-Phaethips%20rufivularis_Balbina.mp3
XC494010,Riverbank Warbler,0:04,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494010-Pula%20pula%20da%20guiana%20%28Myiothlypis%20mesoleuca-OK-OK%29%201-8-2019%207e36.mp3
XC411893,Buff-rumped Warbler,0:28,"Alvarães, Amazonas",https://xeno-canto.org/sounds/uploaded/OMOBFVJLSH/XC411893-Myiothlips%20fulvicauda.mp3
XC839609,Citrine Warbler,0:58,"Cresta San Lorenzo, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC839609-Citrine-Warbler,-San-Lorenzo,-231031-015_022437.mp3"
XC784588,Citrine Warbler,0:41,"Cresta San Lorenzo, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC784588-Citrine-Warbler,-San-Lorenzo,-230307-001.mp3"
XC766348,Citrine Warbler,1:50,"Cresta San Lorenzo, Amazonas","https://xeno-canto.org/sounds/uploaded/BZVYBRUAAE/XC766348-221118_02_Citrine-Warbler_San-Lorenzo-ridge-crest,-Amazonas,-Peru_17-November-2022.mp3"
XC766346,Citrine Warbler,0:13,"Cresta San Lorenzo, Amazonas","https://xeno-canto.org/sounds/uploaded/BZVYBRUAAE/XC766346-221118_01_Citrine-Warbler_San-Lorenzo-ridge-crest,-Amazonas,-Peru_17-November-2022.mp3"
XC763496,Citrine Warbler,0:12,"Cresta San Lorenzo, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC763496-Myiothypsis-luteoviridis_San-Lorenzo_MixPre-1733.mp3
XC649390,Spotted Puffbird,0:25,"Manaus, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/DFYFSPXYGT/XC649390-tamatiatamatia.mp3
